nama_makanan,air,energi,protein,lemak,karbo,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,bdd,kategori,jenis_bahan,id_resep
"Ampas tahu, kering",9.0,414,26.6,18.3,41.3,0.0,5.8,19,29,4.0,45,1055.7,0.99,2.8,0,24,,0.20,0.10,0.5,0,100,"kacang, biji, bean",olahan,
"Pepea oncom ampas
tahu",80.9,76,5.2,1.8,10.6,2.2,1.5,215,66,12.5,,,,,,,268.0,0.11,,,,100,"kacang, biji, bean",olahan,
Bungkil biji karet,12.0,333,29.3,3.3,50.0,,29.4,102,660,12.0,,,,,0,,,0.10,,,0,100,"kacang, biji, bean",olahan,
Bungkil kacang tanah,14.0,336,37.4,13.0,30.5,,33.1,730,470,30.7,,,,,0,,,0.04,,,,100,"kacang, biji, bean",olahan,
Bungkil kelapa,16.0,368,23.0,15.0,40.0,,38.0,137,433,41.5,,,,,0,,,0.00,0.46,8.9,,100,"kacang, biji, bean",olahan,106
Dodol banjarmasin,17.3,368,2.6,8.6,70.0,0.5,1.5,51,180,3.3,48,96.0,0.40,2.6,0,0,0,0.04,0.07,2.3,0,100,"kacang, biji, bean",olahan,107
"Emping (kerupuk
melinjo)",13.0,345,12.0,1.5,71.5,,"28.
0",100,400,5.0,,,,,,,,0.20,,,0,100,"kacang, biji, bean",olahan,108
Emping komak,14.2,355,17.8,4.6,60.7,,2.7,87,304,4.3,24,1233.0,1.00,2.3,,0,,,,0.6,,100,"kacang, biji, bean",olahan,
"Enting-enting gepuk
hello kity",2.4,538,13.6,30.3,52.6,0.2,1.0,81,248,1.6,,,,,0,,202.0,1.00,,,0,100,"kacang, biji, bean",olahan,
"Enting-enting gepuk
kacang tanah",4.2,524,13.3,29.2,52.0,0.2,1.4,76,248,1.4,,,,,0,,272.0,0.62,,,0,100,"kacang, biji, bean",olahan,109
Enting-enting wijen,3.7,565,18.2,38.4,36.8,1.9,3.0,251,502,10.9,,,,,0,,240.0,0.92,,,0,100,"kacang, biji, bean",olahan,110
Geplak,29.6,350,1.4,14.4,53.6,1.8,1.0,151,43,2.1,,,,,0,,120,0.12,0.02,0.8,0,100,"kacang, biji, bean",olahan,111
Geplak jahe,12.4,462,3.1,24.4,57.7,3.3,2.5,212,161,6.6,,,,,0,,272,0.12,0.00,0.1,0,100,"kacang, biji, bean",olahan,112
Kacang atom,3.1,533,27.8,38.1,28.8,2.5,2.2,87,423,3.0,,,,,,,0.0,0.06,,,0,100,"kacang, biji, bean",olahan,113
Kacang goyang,8.3,516,14.7,31.1,44.4,,1.5,34,230,0.7,2,365.0,0.60,1.7,,,,,,,,100,"kacang, biji, bean",olahan,114
Kacang negara,3.1,480,18.4,19.1,58.5,11.7,0.9,34,404,10.3,1010,385.0,2.50,7.1,,,,0.63,0.05,2.6,,100,"kacang, biji, bean",olahan,
Kacang sukro,4.7,484,8.8,26.1,57.7,1.8,2.7,49,194,2.5,,,,,,,0.0,0.06,,,0,100,"kacang, biji, bean",olahan,115
Kacang tanah sari,2.1,561,25.5,43.8,26.0,2.2,2.6,50,324,3.1,,,,,,,0.0,0.08,,,0,100,"kacang, biji, bean",olahan,116
"Keju kacang tanah
(peanut butter)",3.0,590,27.0,49.0,20.9,1.6,0.1,60,360,2.0,355,492.4,0.57,2.7,0,0,,0.30,0.20,16.2,0,100,"kacang, biji, bean",olahan,117
Kembang tahu,10.8,380,48.9,13.8,23.3,0.0,3.2,378,781,2.1,55,455.3,0.68,4.2,,0,,0.15,0.08,0.7,,100,"kacang, biji, bean",olahan,
Kembang tahu rebus,79.8,90,10.7,4.0,4.7,,0.8,85,,,,,,,,,,,,,,100,"kacang, biji, bean",olahan,
Keripik oncom,3.0,598,8.3,43.8,42.6,3.3,2.2,85,153,27.0,,,,,,,1608.0,1.13,,,0,100,"kacang, biji, bean",olahan,
Keripik tempe,3.3,581,12.1,40.6,41.7,2.2,2.3,237,116,6.9,,,,,,,320.0,0.35,,,0,100,"kacang, biji, bean",olahan,118
"Keripik tempe abadi
besar",4.5,556,15.8,37.1,39.8,3.5,2.8,112,215,5.4,,,,,,,0.0,0.63,,,0,100,"kacang, biji, bean",olahan,
"Keripik tempe abadi
murni",3.2,542,40.3,42.4,11.6,2.2,2.7,175,529,5.2,,,,,,,50.0,0.10,,,0,100,"kacang, biji, bean",olahan,
"Keripik tempe abadi
sedang",4.4,510,12.3,27.9,52.4,3.6,3.1,122,211,8.4,,,,,,,0.0,0.52,,,0,100,"kacang, biji, bean",olahan,
"Keripik tempe abadi
telur",4.5,529,20.8,31.7,40.2,3.0,2.9,124,222,5.4,,,,,,,0.0,0.86,,,0,100,"kacang, biji, bean",olahan,
"Kerupik tempe abadi
prima",4.8,540,16.7,33.9,42.0,2.2,2.6,92,184,3.2,,,,,,,1080.0,0.38,,,0,100,"kacang, biji, bean",olahan,
Kwaci,9.9,515,30.6,42.1,13.8,13.6,3.7,54,312,6.2,124,448.6,0.65,9.7,0,,,0.02,0.19,0.3,0,35,"kacang, biji, bean",olahan,
"Melinjo emping tebal
goreng manis",5.6,439,10.0,16.4,65.7,,2.3,66,225,,,,,,,,0.0,0.10,,,0,100,"kacang, biji, bean",olahan,119
"Melinjo emping tebal,
goreng asin",8.0,431,11.1,16.2,63.0,,1.6,77,,,,,,,,,0.0,0.08,,,0,100,"kacang, biji, bean",olahan,
"Melinjo emping tipis
goreng",3.3,485,11.5,24.5,59.1,,1.5,85,218,,,,,,,,0.0,0.11,,,0,100,"kacang, biji, bean",olahan,
Moon tahu,79.9,128,8.0,10.0,1.3,0.2,0.8,205,92,2.5,393,,,,131,,5300.0,0.46,,,0,100,"kacang, biji, bean",olahan,120
Oncom,57.0,187,13.0,6.0,22.6,,1.4,96,115,27.0,,,,,0,,,0.09,0.00,1.6,0,100,"kacang, biji, bean",olahan,
"Oncom ampas kacang
hijau",13.4,376,14.9,6.0,65.7,12.3,1.7,199,110,10.9,,,,,,,,0.03,,,,100,"kacang, biji, bean",olahan,
"Oncom kacang hijau +
singkong",16.5,351,11.0,5.3,65.9,9.0,1.3,164,113,7.8,,,,,,,,0.01,,,,100,"kacang, biji, bean",olahan,
"Oncom kacang tanah
pepes",65.0,132,12.7,3.8,13.7,3.1,4.8,133,355,34.4,,,,,,,10.0,0.08,0.20,0.7,0,100,"kacang, biji, bean",olahan,
"Rempeyek kacang
tanah",3.9,513,17.5,32.5,44.3,1.7,1.8,65,202,2.6,,,,,,,0.0,0.10,,,0,100,"kacang, biji, bean",olahan,121
Rempeyek kacang tolo,6.1,451,11.2,20.2,59.7,1.8,2.8,156,221,4.6,,,,,,,0.0,0.02,,,0,100,"kacang, biji, bean",olahan,122
Rempeyek kacang uci,4.0,497,17.0,27.6,50.8,2.4,3.4,166,89,6.7,,,,,,,0.0,0.05,,,0,100,"kacang, biji, bean",olahan,
Sayur lebui,83.9,64,2.1,0.6,12.5,5.7,0.9,21,2,1.0,124,146.0,0.20,0.7,,14,,,0.00,0.1,,100,"kacang, biji, bean",olahan,123
"Saridele, bubuk",3.0,344,30.0,20.0,43.0,6.2,4.0,450,500,4.0,56,2572.3,2.99,4.0,,0,2000.0,0.70,0.16,2.0,10,100,"kacang, biji, bean",olahan,
Susu kedelai,87.0,41,3.5,2.5,5.0,0.2,2.0,50,45,0.7,128,287.9,0.12,1.0,,,200.0,0.08,0.05,0.7,2,100,"kacang, biji, bean",olahan,
"Tahu, mentah",82.2,80,10.9,4.7,0.8,0.1,1.4,223,183,3.4,2,50.6,0.19,0.8,,118,,0.01,0.08,0.1,,100,"kacang, biji, bean",olahan,
Tahu goreng,77.3,115,9.7,8.5,2.5,0.1,2.0,229,200,4.1,7,68.2,0.09,1.3,,0,0.0,0.01,0.24,0.0,0,100,"kacang, biji, bean",olahan,
Tahu telur,41.8,328,12.6,19.9,24.6,0.4,1.1,492,238,4.9,755,,,,73,,1860.0,0.42,,,0,100,"kacang, biji, bean",olahan,124
Takwa,72.2,148,13.8,8.5,4.0,0.0,1.6,140,214,8.5,3,79.0,0.30,1.3,,,920.0,0.20,0.10,0.8,,100,"kacang, biji, bean",olahan,
Tauco,54.0,184,11.4,5.5,22.2,1.9,6.9,72,463,6.0,1766,233.0,0.39,1.0,,0,664.0,0.32,0.20,0.8,0,100,"kacang, biji, bean",olahan,
"Tauco cap beruang,
cake",11.4,347,7.4,5.2,67.6,3.2,8.4,63,106,6.2,,,,,,,936.0,0.35,,,0,100,"kacang, biji, bean",olahan,
"Tauco cap DAS, cake",10.2,358,7.5,4.3,70.4,3.1,7.6,94,94,4.5,,,,,,,504.0,0.29,,,0,100,"kacang, biji, bean",olahan,
Tauco cap meong,59.7,159,7.4,4.9,21.3,1.6,6.7,183,84,10.1,1547,204.1,0.34,0.9,,0,472.0,0.46,0.18,0.7,0,100,"kacang, biji, bean",olahan,
Tauji cap singa,30.4,277,9.1,4.7,49.6,1.2,6.2,68,106,3.0,,,,,,,936.0,0.15,,,0,100,"kacang, biji, bean",olahan,
Tempe bongkrek,72.5,119,4.4,3.5,18.3,,"146
.3",27,100,2.6,,,,,0,,,0.08,,,0,100,"kacang, biji, bean",olahan,
Tempe gembus P3G,81.9,73,5.7,1.3,10.3,4.2,0.8,204,80,1.5,,,,,,,22.0,0.09,0.10,0.9,,100,"kacang, biji, bean",olahan,
Tempe gembus yogya,80.7,76,6.8,0.7,10.6,5.3,1.1,76,142,16.5,,,,,,,,0.79,0.01,0.1,,100,"kacang, biji, bean",olahan,
Tempe kacang babi,64.0,139,12.5,0.8,21.9,1.8,1.2,68,182,2.6,,,,,,,20.0,0.10,,,,100,"kacang, biji, bean",olahan,
"Tempe kacang
belimbing",58.2,212,17.5,10.0,12.9,2.9,1.4,186,160,2.2,,,,,,,,0.20,,,,100,"kacang, biji, bean",olahan,
"Tempe kedelai +
jagung",70.6,143,12.0,5.5,11.4,1.9,0.6,155,156,6.8,,,,,,,1320.0,0.33,0.15,1.2,,100,"kacang, biji, bean",olahan,
"Tempe kedelai murni,
goreng",36.8,350,24.5,26.6,10.4,4.2,1.8,202,296,4.9,22,626.7,0.80,2.5,,,78.0,0.24,0.60,3.3,0,100,"kacang, biji, bean",olahan,
"Tempe kedelai murni,
mentah",55.3,201,20.8,8.8,13.5,1.4,1.6,155,326,4.0,9,234.0,0.57,1.7,,0,,0.19,0.59,4.9,,100,"kacang, biji, bean",olahan,
Tempe koro benguk,64.0,141,10.2,1.3,23.2,,1.3,42,15,2.6,,,,,0,,,0.09,,,0,100,"kacang, biji, bean",olahan,
Tempe lamtoro,66.8,128,10.7,0.5,21.3,7.1,0.7,203,108,0.6,,,,,,,121.0,0.17,,,2,100,"kacang, biji, bean",olahan,
"Tempe lamtoro var,
gung dengan kulit",65.1,146,11.7,2.3,19.6,7.6,1.3,128,41,6.8,,,,,,,1370.0,0.19,,1.4,,100,"kacang, biji, bean",olahan,
"Tempe lamtoro var,
gung tanpa kulit",67.1,131,18.0,0.8,13.0,1.3,1.1,95,154,12.4,,,,,,,5900.0,0.20,0.02,2.6,,100,"kacang, biji, bean",olahan,
Tempe pasar,68.3,150,14.0,7.7,9.1,1.4,0.9,517,202,1.5,7,165.9,0.40,1.2,,0,,0.17,0.44,3.6,,100,"kacang, biji, bean",olahan,
Tempe pasar goreng,42.9,336,20.0,28.0,7.8,3.4,1.3,156,350,3.0,20,566.2,0.80,2.2,,,10.0,0.10,0.50,3.0,0,100,"kacang, biji, bean",olahan,
"Tepung hunkwe (pati
kacang ijo)",10.0,364,4.5,1.0,83.5,16.1,1.0,50,100,1.0,15,1232.9,0.93,2.7,0,,,0.00,0.23,2.2,0,100,"kacang, biji, bean",olahan,
Tepung Jalejo,10.0,388,19.0,7.5,61.2,5.8,2.3,101,663,2.0,3,712.0,0.60,1.9,,"100
0",0,0.02,0.70,1.6,9,100,"kacang, biji, bean",olahan,
Tepung kacang kedelai,9.0,347,35.9,20.6,29.9,5.8,4.0,195,544,8.4,52,2522.6,"4303.
45",2.6,,0,140.0,0.77,0.32,2.1,0,100,"kacang, biji, bean",olahan,
"Akar tonjong, segar",86.7,45,1.1,0.4,10.8,1.2,1.0,72,125,1.3,96,1147.1,0.02,0.2,0,83,90,0.02,0.03,1.9,2,100,sayuran,tunggal,
"Ale,toge, segar",90.6,37,4.4,0.5,3.8,1.7,0.7,50,248,2.0,2,105.0,0.16,0.4,0,0,35,0.02,0.09,0.6,46,90,sayuran,tunggal,
"Andaliman, segar",74.2,99,4.6,1.0,18.0,8.5,2.2,383,107,2.9,,,,,0,,6300,3.00,,,15,100,sayuran,tunggal,
"Andewi, segar",91.8,226,1.6,0.2,5.3,4.1,1.1,33,66,1.0,29,414.6,0.13,1.0,,1717,,0.14,0.09,0.5,10,80,sayuran,tunggal,
"Bakung, segar",92.5,27,2.0,0.2,4.2,3.8,1.1,19,20,0.5,37,340.0,0.20,0.3,,1080,,0.20,0.10,0.3,42,100,sayuran,tunggal,
"Baligo, segar",96.1,15,0.4,0.2,3.0,0.4,0.3,19,19,0.4,2,131.1,0.02,0.6,,0,,0.04,0.02,0.3,13,69,sayuran,tunggal,
"Bawang bombay,
segar",87.5,43,1.4,0.2,10.3,2.0,0.6,32,44,0.5,12,9.6,0.10,0.3,,788,50,0.03,0.21,0.4,9,94,sayuran,tunggal,
"Bayam, segar",94.5,16,0.9,0.4,2.9,0.7,1.3,166,76,3.5,16,456.4,0.13,0.4,,2699,2293,0.04,0.10,1.0,41,71,sayuran,tunggal,
"Bayam merah, segar",88.5,41,2.2,0.8,6.3,2.2,2.2,520,80,7.0,20,60.0,0.20,0.8,0,7325,,0.20,0.10,0.1,62,71,sayuran,tunggal,
"Bit, segar",87.6,41,1.6,0.1,9.6,2.6,1.1,27,43,1.0,29,404.9,0.20,0.7,,0,20,0.02,0.05,0.3,10,75,sayuran,tunggal,
Buah kelor,89.5,38,1.5,0.2,7.5,3.2,1.3,30,54,0.0,48,216.0,0.00,0.2,,31,,0.10,0.10,4.1,25,65,sayuran,tunggal,
Buah merah,81.2,87,2.6,2.7,13.1,4.0,0.4,30,1,1.1,110,140.0,0.10,0.3,0,0,,1.50,0.10,0.2,15,100,sayuran,tunggal,
"Buncis, segar",89.6,34,2.4,0.3,7.2,1.9,0.5,101,42,0.7,8,250.0,0.07,0.3,0,772,550,0.05,0.40,2.8,11,90,sayuran,tunggal,
"Bunga pepaya, segar",87.3,45,2.6,0.3,8.1,1.6,1.7,290,113,4.2,2,478.3,0.08,0.8,,2792,5,0.01,0.28,1.0,23,100,sayuran,tunggal,
"Bunga turi, segar",90.4,42,2.0,1.1,6.1,3.3,0.4,28,23,0.8,29,97.4,0.10,0.6,,1200,0,0.50,0.02,0.4,1,96.1,sayuran,tunggal,
"Caisin, segar",93.6,20,1.7,0.4,3.4,1.2,0.9,123,40,1.9,18,358.2,0.05,1.4,,1675,4188,0.04,0.19,0.6,3,100,sayuran,tunggal,
"Daun bangun-bangun,
segar",92.5,27,1.3,0.6,4.0,1.0,1.6,279,40,13.6,4,144.0,,,,1489,13288,0.16,0.10,0.0,5,66,sayuran,tunggal,
"Daun bawang  merah,
segar",89.1,41,2.0,0.3,7.8,2.1,0.8,60,40,2.3,30,90.0,0.10,0.3,0,218,,0.10,0.10,0.2,11,67,sayuran,tunggal,
"Daun bebuas, segar",87.9,41,2.7,1.0,7.3,2.1,1.1,29,245,1.5,,,,,0,,3099,0.01,,,3,49,sayuran,tunggal,
"Daun belem, segar",84.6,50,4.4,1.4,7.8,1.9,1.8,698,151,7.5,,,,,0,,13072,0.05,,,21,81,sayuran,tunggal,
"Daun bluntas, segar",86.0,44,1.8,0.5,9.4,,2.3,256,49,5.6,,,,,,,3980,0.02,,,30,65,sayuran,tunggal,
"Daun gandaria, segar",81.0,63,3.1,0.3,14.0,2.1,1.6,40,45,4.7,3,127.7,,,,503,600,0.04,0.04,0.2,61,65,sayuran,tunggal,
"Daun gedi besar, segar",84.0,58,2.9,0.7,10.0,3.3,2.4,440,100,1.9,30,40.0,0.20,2.1,,596,,0.40,0.50,2.8,11,65,sayuran,tunggal,
"Daun gedi kecil, segar",83.7,61,3.2,0.7,10.4,3.4,2.0,420,70,1.7,20,50.0,0.10,1.4,,607,,0.40,0.30,2.9,11,65,sayuran,tunggal,
"Daun gelang, segar",90.3,30,1.3,0.7,5.8,1.3,1.9,350,210,11.9,5,333.3,0.31,1.2,0,4701,1954,0.01,0.14,0.7,1,52,sayuran,tunggal,
"Daun gunda bali,
segar",86.4,50,4.6,0.9,7.0,1.4,1.1,167,62,0.5,,,,,0,,6571,0.05,,,20,49,sayuran,tunggal,
"Daun gunda serang,
segar",84.6,62,4.2,0.9,9.2,1.3,1.1,171,64,0.6,,,,,0,,7347,0.02,,,20,47,sayuran,tunggal,
"Daun jambu mete
muda, segar",78.0,78,4.6,0.5,16.2,3.0,0.7,33,64,8.9,14,670.5,,,,4484,2689,0.02,1.12,1.1,65,65,sayuran,tunggal,
"Daun jampang, segar",88.9,34,3.8,0.5,5.3,1.4,1.5,21,245,1.0,,,,,0,,4357,0.03,,,3,47,sayuran,tunggal,
"Daun jawaw seluang,
segar",77.2,93,5.0,1.3,15.3,3.9,1.2,146,103,5.3,2,434.0,0.50,1.5,,,,0.10,0.70,,9,,sayuran,tunggal,
"Daun jonghe, segar",91.4,27,2.1,0.7,4.4,2.0,1.4,253,192,9.5,,,,,0,,5057,0.01,,,1,45,sayuran,tunggal,
"Daun kacang ma,
segar",89.1,36,2.9,0.6,6.8,1.8,0.6,64,220,2.2,7,485.3,0.20,0.3,,2893,4377,0.04,0.18,1.2,4,33,sayuran,tunggal,
"Daun kacang panjang,
segar",89.7,30,3.1,0.3,5.8,1.7,1.1,200,66,4.5,7,458.6,0.20,0.3,0,2734,4592,0.33,0.20,1.1,30,65,sayuran,tunggal,
"Daun kasbi/singkong
karet, segar",80.3,92,4.0,3.6,10.9,5.8,1.2,140,70,1.6,70,90.0,0.30,1.1,,9999,,0.10,0.20,0.1,74,87,sayuran,tunggal,
"Daun katuk, segar",81.0,59,6.4,1.0,9.9,1.5,1.7,233,98,3.5,21,478.8,0.30,1.3,,9152,10020,0.00,0.31,2.3,"16
4",40,sayuran,tunggal,
"Daun kecipir, segar",85.0,52,5.0,0.5,8.5,,1.0,134,81,6.2,6,114.0,0.30,0.8,,3981,5240,0.28,0.40,2.2,29,70,sayuran,tunggal,
"Daun kedondong,
segar",81.0,59,3.5,0.3,13.4,10.7,1.8,540,82,6.2,12,579.0,,,,1624,2900,0.06,0.20,1.5,29,65,sayuran,tunggal,
"Daun kelor, segar",75.5,92,5.1,1.6,14.3,8.2,3.5,1077,76,6.0,61,298.0,0.10,0.6,,3266,,0.30,0.10,4.2,22,65,sayuran,tunggal,
"Daun kemang, segar",85.0,43,5.5,0.3,7.5,8.4,1.7,35,106,1.0,10,457.1,,,,1282,1017,0.06,0.10,1.2,30,65,sayuran,tunggal,
"Daun kenikir, segar",87.6,45,3.7,0.5,6.6,5.8,1.7,328,65,2.7,6,431.0,0.10,0.6,,30200,12,0.50,0.30,4.5,0,36.3,sayuran,tunggal,
"Daun kesum, segar",84.8,48,4.5,0.8,9.1,1.6,0.8,125,142,2.6,11,174.7,0.40,1.2,0,4216,8715,0.01,0.10,1.6,4,53,sayuran,tunggal,
"Daun kol sawi, segar",93.1,22,2.1,0.5,3.6,0.9,0.7,200,92,3.2,19,386.2,0.10,0.2,0,1806,2177,0.03,0.20,0.6,3,87,sayuran,tunggal,
"Daun koro, segar",91.0,23,3.0,0.3,3.7,,2.0,134,81,6.2,4,68.4,0.20,0.5,,2386,5240,0.28,0.20,1.3,29,65,sayuran,tunggal,
"Daun kubis, segar",86.2,51,2.5,1.1,8.0,3.4,2.2,100,50,3.4,50,100.0,0.90,0.6,,9999,,0.40,0.10,0.2,16,75,sayuran,tunggal,
"Daun kumak, segar",95.2,14,1.3,0.3,2.3,0.9,0.9,90,59,2.7,2,36.5,0.10,0.3,,1274,2961,0.01,0.00,0.5,3,78,sayuran,tunggal,
"Daun labu siam, segar",89.7,34,4.0,0.4,4.7,3.5,1.2,58,70,2.5,16,630.7,0.20,0.3,,4773,2025,0.08,0.40,1.7,16,100,sayuran,tunggal,
"Daun labu
waluh/kuning, segar",89.7,34,3.6,0.6,4.5,2.9,1.6,138,99,3.7,16,630.7,0.20,0.3,,1258,2750,0.14,0.20,1.3,36,70,sayuran,tunggal,
"Daun lamtoro, segar",74.0,87,8.3,1.8,14.4,3.3,1.5,725,174,3.9,10,197.7,0.50,1.4,0,6900,13040,0.00,0.10,2.3,32,40,sayuran,tunggal,
"Daun leilem, segar",79.4,76,2.8,0.2,15.8,3.1,1.8,296,22,3.4,6,46.0,0.50,1.1,,753,,0.30,0.10,2.5,22,90,sayuran,tunggal,
"Daun leunca, segar",85.0,49,4.7,0.5,8.1,,1.7,210,80,6.1,,,,,,,1900,0.14,,,40,70,sayuran,tunggal,
"Daun lobak, segar",90.0,30,2.3,0.4,5.8,3.2,1.4,140,33,3.7,16,747.4,0.20,0.2,,5039,1000,0.07,1.10,6.5,"10
9",70,sayuran,tunggal,
"Daun lompong talas,
segar",87.2,44,3.0,0.8,7.4,3.3,1.6,76,59,1.0,3,578.4,0.20,0.4,,2584,2000,0.08,0.40,1.4,31,75,sayuran,tunggal,
"Daun mangkokan,
segar",82.0,57,3.7,0.3,11.8,,2.2,474,49,4.0,,,,,,,5450,0.06,,,83,80,sayuran,tunggal,
"Daun matel ambon,
segar",77.1,71,6.8,1.6,11.5,4.6,3.0,93,95,10.2,,,,,0,,49,0.08,,,26,100,sayuran,tunggal,
"Daun melinjo, segar",70.8,104,5.0,1.3,21.3,10.3,1.6,219,82,4.2,12,604.8,0.40,0.6,,823,10000,0.09,,,"18
2",88,sayuran,tunggal,
"Daun mengkudu,
segar",80.9,65,4.0,1.7,11.4,3.9,2.0,296,40,6.9,,,,,0,2,4958,0.01,0.10,5.7,35,90,sayuran,tunggal,
"Daun ndusuk, segar",56.0,166,1.7,0.5,38.8,10.7,3.0,40,20,1.8,40,310.0,0.20,0.7,,14457,,0.40,0.10,0.1,30,,sayuran,tunggal,
"Daun oyong, segar",93.0,22,1.0,0.1,5.3,2.0,0.6,21,44,2.0,40,295.5,0.10,0.2,,855,1000,0.08,0.10,0.8,"15
0",65,sayuran,tunggal,
"Daun pakis, segar",86.8,39,4.5,0.4,6.9,2.0,1.4,136,159,2.3,20,201.9,0.20,0.3,0,1625,3292,0.02,0.10,0.5,3,70,sayuran,tunggal,
"Daun pakis longgiho,
segar",89.5,54,2.2,3.6,3.1,2.1,1.6,40,80,0.7,70,500.0,0.40,0.1,,168,,0.40,0.30,0.2,8,70,sayuran,tunggal,
"Daun pakis
wambateu, segar",86.9,53,3.4,1.2,7.2,4.8,1.3,30,100,0.3,20,200.0,0.20,0.3,,191,,0.70,0.20,0.3,6,70,sayuran,tunggal,
"Daun paku, segar",88.8,29,3.4,0.1,6.5,4.3,1.2,13,88,1.3,19,434.0,0.50,0.7,,18,,0.20,0.10,11.7,10,70,sayuran,tunggal,
"Daun pangi,segar",76.1,104,3.9,0.6,17.9,8.3,1.5,256,22,1.8,4,266.0,1.70,0.5,,55,,0.40,0.10,0.1,23,90,sayuran,tunggal,
"Daun pare, segar",87.3,49,2.7,1.0,8.4,3.0,1.6,217,70,3.3,7,498.0,0.40,1.2,,1800,,0.40,0.20,0.6,7,,sayuran,tunggal,
"Daun pepaya, segar",75.4,87,8.0,2.0,11.9,1.5,2.7,353,63,0.8,4,926.6,0.20,1.5,,5409,18250,0.15,0.50,1.9,"14
0",71,sayuran,tunggal,
"Daun pohpohan, segar",87.4,37,2.5,0.8,6.9,2.6,2.4,744,80,5.9,,,,,0,,7378,0.03,,,5,69,sayuran,tunggal,
"Daun selasih, segar",83.1,62,4.0,0.5,10.5,5.3,1.9,122,16,13.9,3,259.0,0.40,0.7,0,4112,,0.50,0.10,0.2,24,53,sayuran,tunggal,
"Daun semanggi, segar",84.7,45,4.4,0.5,8.5,1.9,1.9,98,90,7.0,64,520.7,0.50,0.3,0,64,3365,0.01,0.50,0.7,6,90,sayuran,tunggal,
"Daun simpur, segar",86.2,53,3.2,2.5,7.6,1.6,0.9,228,194,3.5,,,,,0,,3346,0.02,,,5,100,sayuran,tunggal,
"Daun singkil, segar",80.9,68,2.0,1.0,15.2,3.3,0.9,178,86,2.1,,,,,,,6042,0.02,,,3,70,sayuran,tunggal,
"Daun singkong, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,166,99,1.3,17,23.1,0.10,2.0,0,3204,7052,0.04,0.10,1.8,"10
3",87,sayuran,tunggal,
"Daun singkong
ambon, segar",58.0,144,12.7,1.2,25.2,10.2,2.9,165,54,3.9,44,62.2,0.20,5.4,,8627,13000,0.21,1.00,4.2,"22
0",87,sayuran,tunggal,
"Daun singkong
ampenan, segar",84.4,50,6.2,1.1,7.1,2.4,1.2,352,123,2.7,49,570.0,0.20,1.3,,7917,,0.50,0.10,1.6,"10
3",87,sayuran,tunggal,
"Daun singkong
kopang, segar",81.1,74,6.3,0.7,10.7,4.6,1.2,142,115,1.7,32,382.0,0.20,1.5,,3882,,0.50,0.50,1.9,"21
1",87,sayuran,tunggal,
"Daun sintrong, segar",88.5,36,2.6,0.9,6.1,1.7,1.9,398,95,9.3,64,444.4,0.10,0.4,0,10178,8868,0.03,0.20,0.9,3,94,sayuran,tunggal,
"Daun talas, segar",81.1,59,3.0,0.4,13.5,3.0,2.0,236,50,2.4,4,854.1,0.40,0.5,0,3816,5740,0.07,0.60,2.0,24,80,sayuran,tunggal,
"Daun tespong, segar",81.0,70,2.9,0.3,13.9,2.3,1.9,155,65,2.5,72,,0.15,0.9,,171,2500,0.05,0.70,1.4,21,60,sayuran,tunggal,
"Daun ubi kuning,
segar",83.5,62,3.7,0.3,11.1,6.4,1.4,170,40,0.6,10,0.0,0.20,0.5,,3564,,0.30,0.30,1.2,4,75,sayuran,tunggal,
"Daun ubi merah, segar",84.4,48,3.0,0.3,10.8,1.4,1.5,80,81,6.4,33,517.3,0.00,0.4,0,5453,4697,0.10,0.20,1.2,27,75,sayuran,tunggal,
"Daun ubi putih, segar",87.5,46,2.8,0.2,8.2,4.8,1.3,120,50,0.8,10,0.0,0.20,0.5,,103,,0.30,0.30,0.9,8,75,sayuran,tunggal,
"Daun ubi tinta, segar",85.1,55,1.7,0.1,11.9,7.6,1.2,120,40,0.6,10,0.0,0.20,0.5,,516,,0.20,0.00,0.0,7,75,sayuran,tunggal,
"Eceng, segar",93.0,19,1.0,0.2,3.8,1.8,2.0,80,45,3.7,45,634.1,,,,7,1000,0.08,0.10,0.7,50,70,sayuran,tunggal,
"Gambas (oyong),
segar",94.5,19,0.8,0.2,4.1,1.3,0.4,19,33,0.9,23,109.1,0.00,0.1,,17,380,0.03,0.00,0.4,8,85,sayuran,tunggal,
"Genjer, segar",90.0,35,1.7,0.2,7.7,2.5,0.4,62,33,2.1,64,905.8,,,,,3800,0.07,0.10,1.1,54,70,sayuran,tunggal,
"Jagung muda / semi,
segar",89.5,35,2.2,0.1,7.4,1.9,0.8,7,100,0.5,353,230.2,0.10,0.8,0,23,200,0.08,0.16,0.9,8,100,sayuran,tunggal,
Jamur encik,24.8,296,9.4,1.1,62.0,,2.7,5,277,5.3,2,0.0,0.20,3.1,,,,1.10,0.10,,,95,sayuran,tunggal,
"Jamur kuping, kering",14.9,294,16.0,0.9,64.6,46.5,3.6,51,223,6.7,174,726.1,0.29,5.5,0,11,0,0.11,0.60,2.7,0,100,sayuran,tunggal,
"Jamur kuping, segar",93.7,21,3.8,0.6,0.9,5.1,1.0,3,94,1.7,17,33.4,0.19,0.1,0,1,0,0.10,0.09,0.1,5,100,sayuran,tunggal,
